candidate_id,feature_set,model,n_features,config,overall_cv_cindex,tnbc_cv_cindex,valid_tnbc_folds,composite_cv_cindex,fold_cindexes,fold_tnbc_cindexes
seven_interactions__Random_Survival_Forest__17704467,seven_interactions,Random_Survival_Forest,14,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300, ""tnbc_weight"": 2}",0.6112178767912952,0.5971813725490196,4,0.6041996246701574,"[0.6517341040462428, 0.5568862275449101, 0.6499282639885222, 0.5771704180064309, 0.6203703703703703]","[0.5, NaN, 0.6666666666666666, 0.6470588235294118, 0.575]"
seven_interactions__Elastic_Net_Cox__14445361,seven_interactions,Elastic_Net_Cox,14,"{""alpha"": 0.01, ""l1_ratio"": 0.5, ""tnbc_weight"": 1}",0.6226310333739493,0.5827205882352942,4,0.6026758108046217,"[0.611271676300578, 0.5733532934131736, 0.6614060258249641, 0.657556270096463, 0.6095679012345679]","[0.3333333333333333, NaN, 0.6666666666666666, 0.7058823529411765, 0.625]"
seven_interactions__Gradient_Boosted_Survival__86308654,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 1}",0.5923804929959404,0.6069035947712419,4,0.5996420438835912,"[0.5447976878612717, 0.5404191616766467, 0.6284074605451937, 0.6109324758842444, 0.6373456790123457]","[0.3333333333333333, NaN, 0.7222222222222222, 0.6470588235294118, 0.725]"
component7_interactions__DeepSurv__33872510,component7_interactions,DeepSurv,43,"{""dropout"": 0.2, ""epochs"": 150, ""hidden_dims"": [128, 64], ""lr"": 0.0005, ""patience"": 20, ""tnbc_weight"": 2, ""weight_decay"": 0.0001}",0.6421437502815103,0.5477532679738562,4,0.5949485091276832,"[0.6011560693641619, 0.655688622754491, 0.7087517934002869, 0.5707395498392283, 0.6743827160493827]","[0.4166666666666667, NaN, 0.6111111111111112, 0.5882352941176471, 0.575]"
seven_receptor_interactions__Gradient_Boosted_Survival__86308654,seven_receptor_interactions,Gradient_Boosted_Survival,23,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 1}",0.6024566755457833,0.5812091503267974,4,0.5918329129362904,"[0.5476878612716763, 0.5673652694610778, 0.6212338593974175, 0.6479099678456591, 0.6280864197530864]","[0.4166666666666667, NaN, 0.6111111111111112, 0.6470588235294118, 0.65]"
seven_interactions__Gradient_Boosted_Survival__55990427,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 2}",0.592080521252973,0.5888480392156863,4,0.5904642802343296,"[0.5491329479768786, 0.5434131736526946, 0.6040172166427547, 0.6141479099678456, 0.6496913580246914]","[0.4166666666666667, NaN, 0.6666666666666666, 0.6470588235294118, 0.625]"
seven_interactions__Cox_PH__38217836,seven_interactions,Cox_PH,14,"{""penalizer"": 0.1, ""tnbc_weight"": 1}",0.623893068914238,0.5541258169934641,4,0.589009442953851,"[0.6257225433526011, 0.5763473053892215, 0.6513629842180775, 0.6688102893890675, 0.5972222222222222]","[0.3333333333333333, NaN, 0.6111111111111112, 0.6470588235294118, 0.625]"
seven_interactions__Random_Survival_Forest__68189357,seven_interactions,Random_Survival_Forest,14,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300, ""tnbc_weight"": 1}",0.5975396350055797,0.5776143790849673,4,0.5875770070452735,"[0.6040462427745664, 0.5598802395209581, 0.642754662840746, 0.5884244372990354, 0.5925925925925926]","[0.25, NaN, 0.7222222222222222, 0.5882352941176471, 0.75]"
seven__Random_Survival_Forest__17704467,seven,Random_Survival_Forest,9,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300, ""tnbc_weight"": 2}",0.5934612305602711,0.5769199346405228,4,0.5851905826003969,"[0.6184971098265896, 0.5598802395209581, 0.6341463414634146, 0.5884244372990354, 0.566358024691358]","[0.4166666666666667, NaN, 0.7777777777777778, 0.5882352941176471, 0.525]"
seven_receptor_interactions__Gradient_Boosted_Survival__64567194,seven_receptor_interactions,Gradient_Boosted_Survival,23,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 2}",0.6069416762567944,0.5624591503267975,4,0.5847004132917959,"[0.5823699421965318, 0.5958083832335329, 0.6398852223816356, 0.6302250803858521, 0.5864197530864198]","[0.4166666666666667, NaN, 0.6111111111111112, 0.6470588235294118, 0.575]"
seven_interactions__Gradient_Boosted_Survival__35238210,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8, ""tnbc_weight"": 1}",0.610497081297569,0.5587418300653595,4,0.5846194556814642,"[0.5924855491329479, 0.5838323353293413, 0.6556671449067432, 0.6109324758842444, 0.6095679012345679]","[0.3333333333333333, NaN, 0.7222222222222222, 0.5294117647058824, 0.65]"
seven__Random_Survival_Forest__98373082,seven,Random_Survival_Forest,9,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300, ""tnbc_weight"": 2}",0.5905689838547372,0.5769199346405228,4,0.58374445924763,"[0.6026011560693642, 0.5598802395209581, 0.6355810616929699, 0.5884244372990354, 0.566358024691358]","[0.4166666666666667, NaN, 0.7777777777777778, 0.5882352941176471, 0.525]"
seven_interactions__Gradient_Boosted_Survival__49529126,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 1}",0.6156866145389244,0.5511029411764705,4,0.5833947778576974,"[0.6184971098265896, 0.5808383233532934, 0.6398852223816356, 0.6157556270096463, 0.6234567901234568]","[0.3333333333333333, NaN, 0.6666666666666666, 0.5294117647058824, 0.675]"
component7_interactions__Gradient_Boosted_Survival__86308654,component7_interactions,Gradient_Boosted_Survival,43,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 1}",0.5899702591679106,0.5714869281045751,4,0.5807285936362429,"[0.5433526011560693, 0.5673652694610778, 0.6197991391678622, 0.5434083601286174, 0.6759259259259259]","[0.3333333333333333, NaN, 0.5555555555555556, 0.6470588235294118, 0.75]"
hallmark50_interactions__DeepSurv__30028269,hallmark50_interactions,DeepSurv,57,"{""dropout"": 0.1, ""epochs"": 120, ""hidden_dims"": [64, 32], ""lr"": 0.001, ""patience"": 15, ""tnbc_weight"": 1, ""weight_decay"": 0.0001}",0.6341827273001774,0.5249591503267974,4,0.5795709388134874,"[0.6372832369942196, 0.6197604790419161, 0.6987087517934003, 0.5932475884244373, 0.6219135802469136]","[0.3333333333333333, NaN, 0.4444444444444444, 0.6470588235294118, 0.675]"
seven_interactions__Gradient_Boosted_Survival__64567194,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 2}",0.6114111712041914,0.5470588235294118,4,0.5792349973668016,"[0.6141618497109826, 0.5658682634730539, 0.6341463414634146, 0.6302250803858521, 0.6126543209876543]","[0.3333333333333333, NaN, 0.6666666666666666, 0.5882352941176471, 0.6]"
seven_interactions__Cox_PH__54196726,seven_interactions,Cox_PH,14,"{""penalizer"": 0.01, ""tnbc_weight"": 2}",0.6130845085010124,0.5437091503267975,4,0.5783968294139049,"[0.5982658959537572, 0.5583832335329342, 0.6556671449067432, 0.6543408360128617, 0.5987654320987654]","[0.4166666666666667, NaN, 0.6111111111111112, 0.6470588235294118, 0.5]"
seven_interactions__Gradient_Boosted_Survival__25159726,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.1, ""max_depth"": 1, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 1}",0.6064483059905799,0.5502859477124182,4,0.578367126851499,"[0.588150289017341, 0.5868263473053892, 0.6513629842180775, 0.5932475884244373, 0.6126543209876543]","[0.3333333333333333, NaN, 0.7222222222222222, 0.47058823529411764, 0.675]"
hallmark50__DeepSurv__30028269,hallmark50,DeepSurv,52,"{""dropout"": 0.1, ""epochs"": 120, ""hidden_dims"": [64, 32], ""lr"": 0.001, ""patience"": 15, ""tnbc_weight"": 1, ""weight_decay"": 0.0001}",0.6118128923678381,0.5448529411764705,4,0.5783329167721543,"[0.5939306358381503, 0.5344311377245509, 0.6700143472022956, 0.612540192926045, 0.6481481481481481]","[0.5, NaN, 0.5, 0.5294117647058824, 0.65]"
seven_interactions__Gradient_Boosted_Survival__40033950,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.1, ""max_depth"": 1, ""n_estimators"": 100, ""subsample"": 0.8, ""tnbc_weight"": 1}",0.6201593918516534,0.5362745098039216,4,0.5782169508277875,"[0.6351156069364162, 0.6197604790419161, 0.6814921090387375, 0.5980707395498392, 0.566358024691358]","[0.4166666666666667, NaN, 0.6666666666666666, 0.4117647058823529, 0.65]"
seven_interactions__Gradient_Boosted_Survival__25461787,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8, ""tnbc_weight"": 1}",0.6201026079595225,0.535702614379085,4,0.5779026111693037,"[0.6228323699421965, 0.6032934131736527, 0.6685796269727403, 0.610128617363344, 0.595679012345679]","[0.25, NaN, 0.7222222222222222, 0.47058823529411764, 0.7]"
seven_interactions__Elastic_Net_Cox__20395420,seven_interactions,Elastic_Net_Cox,14,"{""alpha"": 0.1, ""l1_ratio"": 0.1, ""tnbc_weight"": 1}",0.6221786103055075,0.531781045751634,4,0.5769798280285707,"[0.6459537572254336, 0.5793413173652695, 0.6398852223816356, 0.662379421221865, 0.5833333333333334]","[0.3333333333333333, NaN, 0.5555555555555556, 0.5882352941176471, 0.65]"
seven_interactions__Elastic_Net_Cox__84631173,seven_interactions,Elastic_Net_Cox,14,"{""alpha"": 0.001, ""l1_ratio"": 0.5, ""tnbc_weight"": 2}",0.6083755611671764,0.5437091503267975,4,0.5760423557469869,"[0.5997109826589595, 0.5553892215568862, 0.6370157819225251, 0.6479099678456591, 0.6018518518518519]","[0.4166666666666667, NaN, 0.6111111111111112, 0.6470588235294118, 0.5]"
seven_interactions__Cox_PH__57377928,seven_interactions,Cox_PH,14,"{""penalizer"": 0.1, ""tnbc_weight"": 2}",0.6177406304304814,0.5339869281045752,4,0.5758637792675283,"[0.6257225433526011, 0.5688622754491018, 0.6513629842180775, 0.6655948553054662, 0.5771604938271605]","[0.3333333333333333, NaN, 0.5555555555555556, 0.6470588235294118, 0.6]"
seven_interactions__Elastic_Net_Cox__37789696,seven_interactions,Elastic_Net_Cox,14,"{""alpha"": 0.001, ""l1_ratio"": 0.1, ""tnbc_weight"": 2}",0.6075693973075182,0.5437091503267975,4,0.5756392738171578,"[0.5982658959537572, 0.5538922155688623, 0.6327116212338594, 0.6511254019292605, 0.6018518518518519]","[0.4166666666666667, NaN, 0.6111111111111112, 0.6470588235294118, 0.5]"
hallmark50_interactions__Elastic_Net_Cox__14445361,hallmark50_interactions,Elastic_Net_Cox,57,"{""alpha"": 0.01, ""l1_ratio"": 0.5, ""tnbc_weight"": 1}",0.647962949459513,0.5024918300653596,4,0.5752273897624363,"[0.6329479768786127, 0.6691616766467066, 0.6929698708751794, 0.5610932475884244, 0.683641975308642]","[0.4166666666666667, NaN, 0.3888888888888889, 0.5294117647058824, 0.675]"
seven_interactions__Gradient_Boosted_Survival__48497425,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.1, ""max_depth"": 1, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 4}",0.5972086664411582,0.5526143790849674,4,0.5749115227630628,"[0.5953757225433526, 0.5479041916167665, 0.6255380200860832, 0.6446945337620579, 0.5725308641975309]","[0.4166666666666667, NaN, 0.5555555555555556, 0.5882352941176471, 0.65]"
hallmark50__Elastic_Net_Cox__14445361,hallmark50,Elastic_Net_Cox,52,"{""alpha"": 0.01, ""l1_ratio"": 0.5, ""tnbc_weight"": 1}",0.6594162604650651,0.49011437908496736,4,0.5747653197750162,"[0.6445086705202312, 0.6916167664670658, 0.7001434720229556, 0.5771704180064309, 0.683641975308642]","[0.3333333333333333, NaN, 0.3888888888888889, 0.5882352941176471, 0.65]"
seven_interactions__Gradient_Boosted_Survival__59073396,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.1, ""max_depth"": 1, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 2}",0.5988530611684135,0.5502859477124182,4,0.5745695044404159,"[0.6011560693641619, 0.5404191616766467, 0.6413199426111909, 0.6141479099678456, 0.5972222222222222]","[0.3333333333333333, NaN, 0.7222222222222222, 0.47058823529411764, 0.675]"
hallmark50__Elastic_Net_Cox__34729490,hallmark50,Elastic_Net_Cox,52,"{""alpha"": 0.01, ""l1_ratio"": 0.5, ""tnbc_weight"": 2}",0.6491434286895966,0.4985702614379085,4,0.5738568450637526,"[0.6228323699421965, 0.6661676646706587, 0.7187948350071736, 0.5836012861736335, 0.654320987654321]","[0.3333333333333333, NaN, 0.3888888888888889, 0.6470588235294118, 0.625]"
hallmark50__Elastic_Net_Cox__26715411,hallmark50,Elastic_Net_Cox,52,"{""alpha"": 0.01, ""l1_ratio"": 0.1, ""tnbc_weight"": 1}",0.657555671151338,0.49011437908496736,4,0.5738350251181527,"[0.638728323699422, 0.6931137724550899, 0.7044476327116213, 0.5755627009646302, 0.6759259259259259]","[0.3333333333333333, NaN, 0.3888888888888889, 0.5882352941176471, 0.65]"
hallmark50_interactions__Elastic_Net_Cox__26715411,hallmark50_interactions,Elastic_Net_Cox,57,"{""alpha"": 0.01, ""l1_ratio"": 0.1, ""tnbc_weight"": 1}",0.6451356958541477,0.5024918300653596,4,0.5738137629597536,"[0.619942196531792, 0.6676646706586826, 0.6915351506456241, 0.567524115755627, 0.6790123456790124]","[0.4166666666666667, NaN, 0.3888888888888889, 0.5294117647058824, 0.675]"
seven_receptor_interactions__Gradient_Boosted_Survival__55990427,seven_receptor_interactions,Gradient_Boosted_Survival,23,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 2}",0.5805604698866267,0.5665032679738562,4,0.5735318689302414,"[0.5578034682080925, 0.531437125748503, 0.5839311334289814, 0.6077170418006431, 0.6219135802469136]","[0.4166666666666667, NaN, 0.6111111111111112, 0.5882352941176471, 0.65]"
hallmark50__Cox_PH__27132023,hallmark50,Cox_PH,52,"{""penalizer"": 0.01, ""tnbc_weight"": 1}",0.6557996203760139,0.49011437908496736,4,0.5729569997304906,"[0.634393063583815, 0.6991017964071856, 0.6987087517934003, 0.5739549839228296, 0.6728395061728395]","[0.3333333333333333, NaN, 0.3888888888888889, 0.5882352941176471, 0.65]"
seven_interactions__Gradient_Boosted_Survival__99977102,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8, ""tnbc_weight"": 2}",0.5924827915779352,0.5533088235294118,4,0.5728958075536734,"[0.5910404624277457, 0.5508982035928144, 0.6183644189383071, 0.6141479099678456, 0.5879629629629629]","[0.3333333333333333, NaN, 0.6666666666666666, 0.5882352941176471, 0.625]"
seven_interactions__Random_Survival_Forest__19256622,seven_interactions,Random_Survival_Forest,14,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300, ""tnbc_weight"": 1}",0.5994949529688355,0.5459967320261438,4,0.5727458424974896,"[0.6473988439306358, 0.5583832335329342, 0.6341463414634146, 0.5803858520900321, 0.5771604938271605]","[0.4166666666666667, NaN, 0.5555555555555556, 0.4117647058823529, 0.8]"
seven__Random_Survival_Forest__68189357,seven,Random_Survival_Forest,9,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300, ""tnbc_weight"": 1}",0.5828753278538216,0.5622140522875817,4,0.5725446900707016,"[0.611271676300578, 0.5763473053892215, 0.6212338593974175, 0.5530546623794212, 0.5524691358024691]","[0.4166666666666667, NaN, 0.7777777777777778, 0.5294117647058824, 0.525]"
seven_interactions__Random_Survival_Forest__61682276,seven_interactions,Random_Survival_Forest,14,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300, ""tnbc_weight"": 2}",0.6033649034080374,0.5415032679738563,4,0.5724340856909469,"[0.6416184971098265, 0.5703592814371258, 0.6226685796269728, 0.617363344051447, 0.5648148148148148]","[0.4166666666666667, NaN, 0.6111111111111112, 0.5882352941176471, 0.55]"
hallmark50__Cox_PH__38217836,hallmark50,Cox_PH,52,"{""penalizer"": 0.1, ""tnbc_weight"": 1}",0.6584417244856478,0.48639705882352946,4,0.5724193916545885,"[0.6690751445086706, 0.6526946107784432, 0.7116212338593975, 0.5659163987138264, 0.6929012345679012]","[0.4166666666666667, NaN, 0.3333333333333333, 0.47058823529411764, 0.725]"
seven_interactions__Gradient_Boosted_Survival__95165011,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 4}",0.5887870015243235,0.5546977124183006,4,0.571742356971312,"[0.5939306358381503, 0.5658682634730539, 0.6040172166427547, 0.6045016077170418, 0.5756172839506173]","[0.5, NaN, 0.5555555555555556, 0.5882352941176471, 0.575]"
hallmark50_interactions__Cox_PH__27132023,hallmark50_interactions,Cox_PH,57,"{""penalizer"": 0.01, ""tnbc_weight"": 1}",0.6470645536765041,0.4962418300653595,4,0.5716531918709318,"[0.6228323699421965, 0.6691616766467066, 0.6857962697274032, 0.572347266881029, 0.6851851851851852]","[0.4166666666666667, NaN, 0.3888888888888889, 0.5294117647058824, 0.65]"
seven_interactions__Elastic_Net_Cox__38642087,seven_interactions,Elastic_Net_Cox,14,"{""alpha"": 0.01, ""l1_ratio"": 0.1, ""tnbc_weight"": 2}",0.6130314275831555,0.5290032679738562,4,0.5710173477785059,"[0.5982658959537572, 0.561377245508982, 0.6571018651362984, 0.6527331189710611, 0.595679012345679]","[0.4166666666666667, NaN, 0.6111111111111112, 0.5882352941176471, 0.5]"
hallmark50_interactions__Gradient_Boosted_Survival__59073396,hallmark50_interactions,Gradient_Boosted_Survival,57,"{""learning_rate"": 0.1, ""max_depth"": 1, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 2}",0.6290159720218901,0.5115196078431372,4,0.5702677899325137,"[0.7167630057803468, 0.6601796407185628, 0.5595408895265424, 0.545016077170418, 0.6635802469135802]","[0.3333333333333333, NaN, 0.3333333333333333, 0.5294117647058824, 0.85]"
seven_interactions__Elastic_Net_Cox__17352359,seven_interactions,Elastic_Net_Cox,14,"{""alpha"": 0.1, ""l1_ratio"": 0.1, ""tnbc_weight"": 2}",0.6148828674434368,0.525531045751634,4,0.5702069565975354,"[0.630057803468208, 0.5688622754491018, 0.648493543758967, 0.657556270096463, 0.5694444444444444]","[0.3333333333333333, NaN, 0.5555555555555556, 0.5882352941176471, 0.625]"
seven_receptor_interactions__Gradient_Boosted_Survival__99977102,seven_receptor_interactions,Gradient_Boosted_Survival,23,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8, ""tnbc_weight"": 2}",0.5912697999369175,0.5477532679738562,4,0.5695115339553869,"[0.5765895953757225, 0.5598802395209581, 0.6169296987087518, 0.635048231511254, 0.5679012345679012]","[0.4166666666666667, NaN, 0.6111111111111112, 0.5882352941176471, 0.575]"
seven__Random_Survival_Forest__51797905,seven,Random_Survival_Forest,9,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 300, ""tnbc_weight"": 1}",0.5830047980765297,0.5559640522875817,4,0.5694844251820557,"[0.6040462427745664, 0.5853293413173652, 0.6154949784791965, 0.5530546623794212, 0.5570987654320988]","[0.4166666666666667, NaN, 0.7777777777777778, 0.5294117647058824, 0.5]"
component7_interactions__Gradient_Boosted_Survival__25461787,component7_interactions,Gradient_Boosted_Survival,43,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8, ""tnbc_weight"": 1}",0.6045049741529767,0.5325980392156863,4,0.5685515066843314,"[0.5823699421965318, 0.5958083832335329, 0.6470588235294118, 0.6093247588424437, 0.5879629629629629]","[0.3333333333333333, NaN, 0.5, 0.6470588235294118, 0.65]"
seven_receptor_interactions__Gradient_Boosted_Survival__66835057,seven_receptor_interactions,Gradient_Boosted_Survival,23,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8, ""tnbc_weight"": 2}",0.6226519758197198,0.5137254901960784,4,0.5681887330078991,"[0.6119942196531792, 0.6062874251497006, 0.6807747489239598, 0.6463022508038585, 0.5679012345679012]","[0.25, NaN, 0.6666666666666666, 0.5882352941176471, 0.55]"
seven_interactions__Gradient_Boosted_Survival__66835057,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8, ""tnbc_weight"": 2}",0.6154983907830426,0.5205473856209151,4,0.5680228882019789,"[0.6358381502890174, 0.5703592814371258, 0.6657101865136298, 0.6237942122186495, 0.5817901234567902]","[0.4166666666666667, NaN, 0.6111111111111112, 0.5294117647058824, 0.525]"
hallmark50_interactions__Cox_PH__38217836,hallmark50_interactions,Cox_PH,57,"{""penalizer"": 0.1, ""tnbc_weight"": 1}",0.6537569626685987,0.48165849673202615,4,0.5677077297003125,"[0.6575144508670521, 0.6377245508982036, 0.7130559540889526, 0.5691318327974276, 0.691358024691358]","[0.3333333333333333, NaN, 0.3888888888888889, 0.5294117647058824, 0.675]"
seven_receptor_interactions__DeepSurv__33872510,seven_receptor_interactions,DeepSurv,23,"{""dropout"": 0.2, ""epochs"": 150, ""hidden_dims"": [128, 64], ""lr"": 0.0005, ""patience"": 20, ""tnbc_weight"": 2, ""weight_decay"": 0.0001}",0.6001145323166476,0.5336192810457516,4,0.5668669066811995,"[0.6242774566473989, 0.5508982035928144, 0.648493543758967, 0.6012861736334405, 0.5756172839506173]","[0.3333333333333333, NaN, 0.5555555555555556, 0.47058823529411764, 0.775]"
hallmark50_interactions__Elastic_Net_Cox__17352359,hallmark50_interactions,Elastic_Net_Cox,57,"{""alpha"": 0.1, ""l1_ratio"": 0.1, ""tnbc_weight"": 2}",0.6448196657546094,0.4888480392156863,4,0.5668338524851478,"[0.6416184971098265, 0.6062874251497006, 0.727403156384505, 0.5852090032154341, 0.6635802469135802]","[0.25, NaN, 0.3333333333333333, 0.6470588235294118, 0.725]"
seven_receptor_interactions__Gradient_Boosted_Survival__49529126,seven_receptor_interactions,Gradient_Boosted_Survival,23,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 1}",0.613233204226978,0.5199754901960785,4,0.5666043472115283,"[0.6054913294797688, 0.6032934131736527, 0.6456241032998565, 0.6237942122186495, 0.5879629629629629]","[0.25, NaN, 0.6666666666666666, 0.5882352941176471, 0.575]"
seven__Gradient_Boosted_Survival__55990427,seven,Gradient_Boosted_Survival,9,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 2}",0.570132103560863,0.5623366013071895,4,0.5662343524340263,"[0.5289017341040463, 0.5149700598802395, 0.6054519368723099, 0.594855305466238, 0.6064814814814815]","[0.3333333333333333, NaN, 0.7777777777777778, 0.5882352941176471, 0.55]"
seven_receptor_interactions__Gradient_Boosted_Survival__25159726,seven_receptor_interactions,Gradient_Boosted_Survival,23,"{""learning_rate"": 0.1, ""max_depth"": 1, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 1}",0.5995843222383485,0.5323529411764706,4,0.5659686317074095,"[0.6026011560693642, 0.5973053892215568, 0.6355810616929699, 0.5868167202572347, 0.5756172839506173]","[0.3333333333333333, NaN, 0.6666666666666666, 0.5294117647058824, 0.6]"
seven_receptor_interactions__Gradient_Boosted_Survival__35238210,seven_receptor_interactions,Gradient_Boosted_Survival,23,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8, ""tnbc_weight"": 1}",0.6115652535627691,0.5199754901960785,4,0.5657703718794238,"[0.6026011560693642, 0.6197604790419161, 0.6370157819225251, 0.6382636655948553, 0.5601851851851852]","[0.25, NaN, 0.6666666666666666, 0.5882352941176471, 0.575]"
seven_interactions__Gradient_Boosted_Survival__35443320,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.03, ""max_depth"": 1, ""n_estimators"": 300, ""subsample"": 0.8, ""tnbc_weight"": 2}",0.6215681986758548,0.5091911764705882,4,0.5653796875732215,"[0.6445086705202312, 0.592814371257485, 0.6814921090387375, 0.614951768488746, 0.5740740740740741]","[0.3333333333333333, NaN, 0.6666666666666666, 0.4117647058823529, 0.625]"
component7_interactions__Cox_PH__39129403,component7_interactions,Cox_PH,43,"{""penalizer"": 1.0, ""tnbc_weight"": 1}",0.6300573354067016,0.4997140522875817,4,0.5648856938471416,"[0.6372832369942196, 0.5793413173652695, 0.6743185078909613, 0.6559485530546624, 0.6033950617283951]","[0.3333333333333333, NaN, 0.6111111111111112, 0.5294117647058824, 0.525]"
seven_interactions__Elastic_Net_Cox__34729490,seven_interactions,Elastic_Net_Cox,14,"{""alpha"": 0.01, ""l1_ratio"": 0.5, ""tnbc_weight"": 2}",0.6143161676844987,0.5151143790849674,4,0.564715273384733,"[0.6011560693641619, 0.5643712574850299, 0.6542324246771879, 0.6607717041800643, 0.5910493827160493]","[0.4166666666666667, NaN, 0.5555555555555556, 0.5882352941176471, 0.5]"
seven_interactions__Gradient_Boosted_Survival__76801816,seven_interactions,Gradient_Boosted_Survival,14,"{""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8, ""tnbc_weight"": 4}",0.5867601863420653,0.5420751633986928,4,0.5644176748703791,"[0.6271676300578035, 0.5688622754491018, 0.5738880918220947, 0.6036977491961415, 0.5601851851851852]","[0.5833333333333334, NaN, 0.5555555555555556, 0.5294117647058824, 0.5]"
hallmark50__Cox_PH__54196726,hallmark50,Cox_PH,52,"{""penalizer"": 0.01, ""tnbc_weight"": 2}",0.6446421353896685,0.4838643790849673,4,0.5642532572373179,"[0.6011560693641619, 0.6796407185628742, 0.703012912482066, 0.5819935691318328, 0.6574074074074074]","[0.3333333333333333, NaN, 0.3888888888888889, 0.5882352941176471, 0.625]"
component7_interactions__Gradient_Boosted_Survival__35238210,component7_interactions,Gradient_Boosted_Survival,43,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8, ""tnbc_weight"": 1}",0.6202859603047124,0.5072303921568627,4,0.5637581762307875,"[0.596820809248555, 0.5913173652694611, 0.629842180774749, 0.6028938906752411, 0.6805555555555556]","[0.3333333333333333, NaN, 0.5, 0.47058823529411764, 0.725]"
