cohort,pathway,n_genes_defined,n_genes_present,coverage,scored,qc_type,feature,components_requested,components_present,n_components_present
METABRIC,REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL,15.0,15.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_INNATE_IMMUNE_SYSTEM,1128.0,1040.0,0.9219858156028369,True,gene_coverage,,,,
METABRIC,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,48.0,48.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,108.0,108.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,37.0,36.0,0.972972972972973,True,gene_coverage,,,,
METABRIC,REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,37.0,35.0,0.9459459459459459,True,gene_coverage,,,,
METABRIC,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,78.0,77.0,0.9871794871794872,True,gene_coverage,,,,
METABRIC,REACTOME_INTERFERON_GAMMA_SIGNALING,98.0,96.0,0.9795918367346939,True,gene_coverage,,,,
METABRIC,REACTOME_INTERFERON_SIGNALING,273.0,266.0,0.9743589743589743,True,gene_coverage,,,,
METABRIC,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,55.0,55.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,36.0,36.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_KETONE_BODY_METABOLISM,10.0,10.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_LINOLEIC_ACID_LA_METABOLISM,8.0,8.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS,20.0,20.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_MAP2K_AND_MAPK_ACTIVATION,40.0,40.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,16.0,16.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_MAPK1_ERK2_ACTIVATION,9.0,9.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_MAPK3_ERK1_ACTIVATION,10.0,10.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_MAPK6_MAPK4_SIGNALING,93.0,91.0,0.978494623655914,True,gene_coverage,,,,
METABRIC,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,327.0,324.0,0.9908256880733946,True,gene_coverage,,,,
METABRIC,REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,31.0,31.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION,10.0,10.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES,18.0,18.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,366.0,361.0,0.9863387978142076,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,17.0,17.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_CARBOHYDRATES,288.0,285.0,0.9895833333333334,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_COFACTORS,25.0,24.0,0.96,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,48.0,48.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,17.0,17.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE,8.0,8.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_LIPIDS,757.0,745.0,0.9841479524438573,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,14.0,14.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_NUCLEOTIDES,97.0,96.0,0.9896907216494846,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_POLYAMINES,59.0,58.0,0.9830508474576272,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_PORPHYRINS,27.0,26.0,0.9629629629629629,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_RNA,724.0,712.0,0.9834254143646409,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_STEROIDS,154.0,154.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_STEROID_HORMONES,36.0,36.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,198.0,195.0,0.9848484848484849,True,gene_coverage,,,,
METABRIC,REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,127.0,125.0,0.984251968503937,True,gene_coverage,,,,
METABRIC,REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_MISMATCH_REPAIR,15.0,15.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,37.0,36.0,0.972972972972973,True,gene_coverage,,,,
METABRIC,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS,11.0,10.0,0.9090909090909091,True,gene_coverage,,,,
METABRIC,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,149.0,149.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_MITOTIC_G2_G2_M_PHASES,200.0,195.0,0.975,True,gene_coverage,,,,
METABRIC,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,236.0,231.0,0.9788135593220338,True,gene_coverage,,,,
METABRIC,REACTOME_MITOTIC_PROMETAPHASE,204.0,196.0,0.9607843137254902,True,gene_coverage,,,,
METABRIC,REACTOME_MITOTIC_PROPHASE,142.0,128.0,0.9014084507042254,True,gene_coverage,,,,
METABRIC,REACTOME_MITOTIC_SPINDLE_CHECKPOINT,111.0,108.0,0.972972972972973,True,gene_coverage,,,,
METABRIC,REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS,13.0,13.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,7.0,7.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,43.0,43.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,118.0,118.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_NICOTINATE_METABOLISM,31.0,30.0,0.967741935483871,True,gene_coverage,,,,
METABRIC,REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,68.0,61.0,0.8970588235294118,True,gene_coverage,,,,
METABRIC,REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,32.0,32.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_NUCLEOTIDE_EXCISION_REPAIR,108.0,107.0,0.9907407407407407,True,gene_coverage,,,,
METABRIC,REACTOME_ONCOGENIC_MAPK_SIGNALING,82.0,80.0,0.975609756097561,True,gene_coverage,,,,
METABRIC,REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,125.0,110.0,0.88,True,gene_coverage,,,,
METABRIC,REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,15.0,15.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_P38MAPK_EVENTS,13.0,13.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_PEPTIDE_HORMONE_METABOLISM,88.0,85.0,0.9659090909090909,True,gene_coverage,,,,
METABRIC,REACTOME_PEROXISOMAL_LIPID_METABOLISM,29.0,28.0,0.9655172413793104,True,gene_coverage,,,,
METABRIC,REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM,11.0,11.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_PHENYLALANINE_METABOLISM,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_PHOSPHOLIPID_METABOLISM,211.0,208.0,0.985781990521327,True,gene_coverage,,,,
METABRIC,REACTOME_PI3K_AKT_ACTIVATION,9.0,9.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,110.0,109.0,0.990909090909091,True,gene_coverage,,,,
METABRIC,REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,16.0,16.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,10.0,10.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_PI5P_REGULATES_TP53_ACETYLATION,9.0,9.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_PI_METABOLISM,84.0,84.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,16.0,15.0,0.9375,True,gene_coverage,,,,
METABRIC,REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,27.0,26.0,0.9629629629629629,True,gene_coverage,,,,
METABRIC,REACTOME_PTK6_REGULATES_CELL_CYCLE,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_PYRUVATE_METABOLISM,49.0,49.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,23.0,23.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,81.0,78.0,0.9629629629629629,True,gene_coverage,,,,
METABRIC,REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,95.0,91.0,0.9578947368421052,True,gene_coverage,,,,
METABRIC,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,11.0,11.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM,12.0,12.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA,15.0,15.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,118.0,117.0,0.9915254237288136,True,gene_coverage,,,,
METABRIC,REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_APOPTOSIS,19.0,18.0,0.9473684210526315,True,gene_coverage,,,,
METABRIC,REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION,17.0,17.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_REGULATION_OF_PYRUVATE_METABOLISM,33.0,33.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_REGULATION_OF_TP53_ACTIVITY,160.0,160.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION,30.0,30.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS,14.0,14.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION,19.0,19.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,92.0,92.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,37.0,37.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_RUNX3_REGULATES_IMMUNE_RESPONSE_AND_CELL_MIGRATION,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES,41.0,39.0,0.9512195121951219,True,gene_coverage,,,,
METABRIC,REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,126.0,123.0,0.9761904761904762,True,gene_coverage,,,,
METABRIC,REACTOME_SELENOAMINO_ACID_METABOLISM,118.0,118.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING,22.0,22.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,14.0,14.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SIALIC_ACID_METABOLISM,33.0,33.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SIGNALING_BY_ERBB2,50.0,50.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS,16.0,16.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SIGNALING_BY_ERBB2_IN_CANCER,26.0,26.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SIGNALING_BY_ERBB4,58.0,58.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SIGNALING_BY_MAPK_MUTANTS,7.0,7.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,166.0,110.0,0.6626506024096386,True,gene_coverage,,,,
METABRIC,REACTOME_SPHINGOLIPID_METABOLISM,107.0,105.0,0.9813084112149533,True,gene_coverage,,,,
METABRIC,REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,16.0,16.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SULFUR_AMINO_ACID_METABOLISM,28.0,27.0,0.9642857142857143,True,gene_coverage,,,,
METABRIC,REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS,12.0,12.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SUPPRESSION_OF_APOPTOSIS,7.0,7.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SURFACTANT_METABOLISM,30.0,30.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,24.0,23.0,0.9583333333333334,True,gene_coverage,,,,
METABRIC,REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_THE_FATTY_ACID_CYCLING_MODEL,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_TP53_REGULATES_METABOLIC_GENES,84.0,79.0,0.9404761904761905,True,gene_coverage,,,,
METABRIC,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,21.0,21.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES,12.0,12.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,49.0,49.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES,44.0,44.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS,12.0,12.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,62.0,61.0,0.9838709677419355,True,gene_coverage,,,,
METABRIC,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE,20.0,20.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST,14.0,14.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,18.0,18.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN,14.0,14.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,360.0,354.0,0.9833333333333333,True,gene_coverage,,,,
METABRIC,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,76.0,75.0,0.9868421052631579,True,gene_coverage,,,,
METABRIC,REACTOME_TRANSPORT_OF_FATTY_ACIDS,8.0,8.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_TRIGLYCERIDE_METABOLISM,38.0,37.0,0.9736842105263158,True,gene_coverage,,,,
METABRIC,REACTOME_VITAMIN_B1_THIAMIN_METABOLISM,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM,7.0,7.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,20.0,20.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_VITAMIN_C_ASCORBATE_METABOLISM,8.0,8.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM,12.0,12.0,1.0,True,gene_coverage,,,,
METABRIC,,,,,,aggregation,Pathway_Immune,HALLMARK_INTERFERON_GAMMA_RESPONSE;HALLMARK_INTERFERON_ALPHA_RESPONSE;HALLMARK_INFLAMMATORY_RESPONSE;HALLMARK_ALLOGRAFT_REJECTION;HALLMARK_COMPLEMENT,HALLMARK_INTERFERON_GAMMA_RESPONSE;HALLMARK_INTERFERON_ALPHA_RESPONSE;HALLMARK_INFLAMMATORY_RESPONSE;HALLMARK_ALLOGRAFT_REJECTION;HALLMARK_COMPLEMENT,5.0
METABRIC,,,,,,aggregation,Pathway_Proliferation,HALLMARK_E2F_TARGETS;HALLMARK_G2M_CHECKPOINT;HALLMARK_MYC_TARGETS_V1;HALLMARK_MYC_TARGETS_V2;HALLMARK_MITOTIC_SPINDLE,HALLMARK_E2F_TARGETS;HALLMARK_G2M_CHECKPOINT;HALLMARK_MYC_TARGETS_V1;HALLMARK_MYC_TARGETS_V2;HALLMARK_MITOTIC_SPINDLE,5.0
METABRIC,,,,,,aggregation,Pathway_DNA_Repair,HALLMARK_DNA_REPAIR;REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR;REACTOME_NUCLEOTIDE_EXCISION_REPAIR;REACTOME_MISMATCH_REPAIR;KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION;KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR,HALLMARK_DNA_REPAIR;REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR;REACTOME_NUCLEOTIDE_EXCISION_REPAIR;REACTOME_MISMATCH_REPAIR;KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION;KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR,6.0
METABRIC,,,,,,aggregation,Pathway_Metabolism,HALLMARK_OXIDATIVE_PHOSPHORYLATION;HALLMARK_GLYCOLYSIS;HALLMARK_FATTY_ACID_METABOLISM;KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,HALLMARK_OXIDATIVE_PHOSPHORYLATION;HALLMARK_GLYCOLYSIS;HALLMARK_FATTY_ACID_METABOLISM;KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,4.0
METABRIC,,,,,,aggregation,Pathway_Stromal_EMT,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_ANGIOGENESIS;HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION;HALLMARK_ANGIOGENESIS;HALLMARK_HEDGEHOG_SIGNALING,3.0
METABRIC,,,,,,aggregation,Pathway_Apoptosis_Stress,HALLMARK_APOPTOSIS;HALLMARK_P53_PATHWAY;HALLMARK_HYPOXIA,HALLMARK_APOPTOSIS;HALLMARK_P53_PATHWAY;HALLMARK_HYPOXIA,3.0
METABRIC,,,,,,aggregation,Pathway_Hormone,HALLMARK_ESTROGEN_RESPONSE_EARLY;HALLMARK_ESTROGEN_RESPONSE_LATE;HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ESTROGEN_RESPONSE_EARLY;HALLMARK_ESTROGEN_RESPONSE_LATE;HALLMARK_ANDROGEN_RESPONSE,3.0
GSE20685,HALLMARK_ADIPOGENESIS,200.0,191.0,0.955,True,gene_coverage,,,,
GSE20685,HALLMARK_ALLOGRAFT_REJECTION,200.0,193.0,0.965,True,gene_coverage,,,,
GSE20685,HALLMARK_ANDROGEN_RESPONSE,101.0,95.0,0.9405940594059405,True,gene_coverage,,,,
GSE20685,HALLMARK_ANGIOGENESIS,36.0,35.0,0.9722222222222222,True,gene_coverage,,,,
GSE20685,HALLMARK_APICAL_JUNCTION,200.0,190.0,0.95,True,gene_coverage,,,,
GSE20685,HALLMARK_APICAL_SURFACE,44.0,43.0,0.9772727272727273,True,gene_coverage,,,,
GSE20685,HALLMARK_APOPTOSIS,161.0,160.0,0.9937888198757764,True,gene_coverage,,,,
GSE20685,HALLMARK_BILE_ACID_METABOLISM,112.0,109.0,0.9732142857142857,True,gene_coverage,,,,
GSE20685,HALLMARK_CHOLESTEROL_HOMEOSTASIS,74.0,71.0,0.9594594594594594,True,gene_coverage,,,,
GSE20685,HALLMARK_COAGULATION,138.0,136.0,0.9855072463768116,True,gene_coverage,,,,
GSE20685,HALLMARK_COMPLEMENT,200.0,196.0,0.98,True,gene_coverage,,,,
GSE20685,HALLMARK_DNA_REPAIR,150.0,143.0,0.9533333333333334,True,gene_coverage,,,,
GSE20685,HALLMARK_E2F_TARGETS,200.0,191.0,0.955,True,gene_coverage,,,,
GSE20685,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,200.0,196.0,0.98,True,gene_coverage,,,,
GSE20685,HALLMARK_ESTROGEN_RESPONSE_EARLY,200.0,192.0,0.96,True,gene_coverage,,,,
GSE20685,HALLMARK_ESTROGEN_RESPONSE_LATE,200.0,195.0,0.975,True,gene_coverage,,,,
GSE20685,HALLMARK_FATTY_ACID_METABOLISM,158.0,153.0,0.9683544303797469,True,gene_coverage,,,,
GSE20685,HALLMARK_G2M_CHECKPOINT,200.0,187.0,0.935,True,gene_coverage,,,,
GSE20685,HALLMARK_GLYCOLYSIS,200.0,195.0,0.975,True,gene_coverage,,,,
GSE20685,HALLMARK_HEDGEHOG_SIGNALING,36.0,36.0,1.0,True,gene_coverage,,,,
GSE20685,HALLMARK_HEME_METABOLISM,200.0,190.0,0.95,True,gene_coverage,,,,
GSE20685,HALLMARK_HYPOXIA,200.0,194.0,0.97,True,gene_coverage,,,,
GSE20685,HALLMARK_IL2_STAT5_SIGNALING,199.0,195.0,0.9798994974874372,True,gene_coverage,,,,
GSE20685,HALLMARK_IL6_JAK_STAT3_SIGNALING,87.0,87.0,1.0,True,gene_coverage,,,,
GSE20685,HALLMARK_INFLAMMATORY_RESPONSE,200.0,199.0,0.995,True,gene_coverage,,,,
GSE20685,HALLMARK_INTERFERON_ALPHA_RESPONSE,97.0,92.0,0.9484536082474226,True,gene_coverage,,,,
GSE20685,HALLMARK_INTERFERON_GAMMA_RESPONSE,200.0,193.0,0.965,True,gene_coverage,,,,
GSE20685,HALLMARK_KRAS_SIGNALING_DN,200.0,192.0,0.96,True,gene_coverage,,,,
GSE20685,HALLMARK_KRAS_SIGNALING_UP,200.0,196.0,0.98,True,gene_coverage,,,,
GSE20685,HALLMARK_MITOTIC_SPINDLE,199.0,198.0,0.9949748743718593,True,gene_coverage,,,,
GSE20685,HALLMARK_MTORC1_SIGNALING,200.0,189.0,0.945,True,gene_coverage,,,,
GSE20685,HALLMARK_MYC_TARGETS_V1,200.0,185.0,0.925,True,gene_coverage,,,,
GSE20685,HALLMARK_MYC_TARGETS_V2,58.0,55.0,0.9482758620689655,True,gene_coverage,,,,
GSE20685,HALLMARK_MYOGENESIS,200.0,196.0,0.98,True,gene_coverage,,,,
GSE20685,HALLMARK_NOTCH_SIGNALING,32.0,31.0,0.96875,True,gene_coverage,,,,
GSE20685,HALLMARK_OXIDATIVE_PHOSPHORYLATION,200.0,181.0,0.905,True,gene_coverage,,,,
GSE20685,HALLMARK_P53_PATHWAY,200.0,190.0,0.95,True,gene_coverage,,,,
GSE20685,HALLMARK_PANCREAS_BETA_CELLS,40.0,40.0,1.0,True,gene_coverage,,,,
GSE20685,HALLMARK_PEROXISOME,104.0,101.0,0.9711538461538461,True,gene_coverage,,,,
GSE20685,HALLMARK_PI3K_AKT_MTOR_SIGNALING,105.0,104.0,0.9904761904761905,True,gene_coverage,,,,
GSE20685,HALLMARK_PROTEIN_SECRETION,96.0,95.0,0.9895833333333334,True,gene_coverage,,,,
GSE20685,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49.0,48.0,0.9795918367346939,True,gene_coverage,,,,
GSE20685,HALLMARK_SPERMATOGENESIS,135.0,131.0,0.9703703703703703,True,gene_coverage,,,,
GSE20685,HALLMARK_TGF_BETA_SIGNALING,54.0,52.0,0.9629629629629629,True,gene_coverage,,,,
GSE20685,HALLMARK_TNFA_SIGNALING_VIA_NFKB,200.0,194.0,0.97,True,gene_coverage,,,,
GSE20685,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,113.0,104.0,0.9203539823008849,True,gene_coverage,,,,
GSE20685,HALLMARK_UV_RESPONSE_DN,144.0,137.0,0.9513888888888888,True,gene_coverage,,,,
GSE20685,HALLMARK_UV_RESPONSE_UP,158.0,154.0,0.9746835443037974,True,gene_coverage,,,,
GSE20685,HALLMARK_WNT_BETA_CATENIN_SIGNALING,42.0,41.0,0.9761904761904762,True,gene_coverage,,,,
